open_time,open,high,low,close,volume,macd,signal,hist
2024-06-21,64869.99,65066.66,63379.35,64143.56,25993.56442,-736.9977531548939,-195.2763741303543,-541.7213790245396
2024-06-22,64143.56,64546.81,63943.82,64262.01,7308.95542,-833.0107664667448,-322.8232525976324,-510.1875138691124
2024-06-23,64262.01,64521.0,63178.32,63210.01,8224.45447,-982.6618650276796,-454.79097508364185,-527.8708899440378
2024-06-24,63210.01,63369.8,58402.0,60293.3,52161.35414,-1321.3834737004727,-628.1094748070082,-693.2739988934645
2024-06-25,60293.3,62420.0,60257.06,61806.01,31189.24361,-1451.033127518749,-792.6942053493564,-658.3389221693927
2024-06-26,61806.01,62487.81,60712.0,60864.99,22485.66463,-1611.1416240713152,-956.3836890937482,-654.757934977567
2024-06-27,60864.98,62389.22,60606.63,61706.47,18344.28631,-1651.0955558538553,-1095.3260624457698,-555.7694934080855
2024-06-28,61706.46,62225.31,60063.0,60427.84,24821.19255,-1765.5815644486793,-1229.3771628463517,-536.2044016023276
2024-06-29,60427.84,61224.0,60383.77,60986.68,11509.55904,-1790.578163040649,-1341.6173628852112,-448.96080015543794
2024-06-30,60986.68,63058.76,60712.21,62772.01,17326.30136,-1647.337456375768,-1402.7613815833226,-244.5760747924453
2024-07-01,62772.01,63861.76,62497.2,62899.99,24547.10538,-1506.129524300719,-1423.435010126802,-82.69451417391701
2024-07-02,62900.0,63288.83,61806.28,62135.47,18573.11875,-1439.3200102897754,-1426.6120101593967,-12.70800013037865
2024-07-03,62135.46,62285.94,59400.0,60208.58,32160.11127,-1524.285889508661,-1446.1467860292496,-78.13910347941146
2024-07-04,60208.57,60498.19,56771.0,57050.01,54568.77276,-1825.4495169364673,-1522.0073322106932,-303.44218472577404
2024-07-05,57050.02,57546.0,53485.93,56628.79,81348.24756,-2074.202677833615,-1632.4464013352776,-441.75627649833723
2024-07-06,56628.79,58475.0,56018.0,58230.13,21651.31558,-2117.7148958831312,-1729.5001002448485,-388.2147956382828
2024-07-07,58230.13,58449.46,55724.37,55857.81,19118.93918,-2316.9170622081656,-1846.983492637512,-469.9335695706536
2024-07-08,55857.81,58236.73,54260.16,56714.62,48090.2049,-2378.234006625702,-1953.23359543515,-425.0004111905521
2024-07-09,56714.61,58296.0,56289.45,58050.0,27732.20788,-2292.6459259656403,-2021.1160615412482,-271.52986442439214
2024-07-10,58050.0,59470.0,57157.79,57725.85,24951.73799,-2225.3208379731004,-2061.9570168276186,-163.36382114548178
2024-07-11,57725.85,59650.0,57050.0,57339.89,29761.05735,-2178.0023121900886,-2085.1660759001124,-92.83623628997611
2024-07-12,57339.89,58526.68,56542.47,57889.1,23652.4569,-2072.297230027434,-2082.592306725577,10.29507669814302
